start_date,median_date,end_date,spread,pollster,n,party,pct
2020-06-19,2020-06-21,2020-06-22,4,INSA,2058.0,cdu,0.365
2020-06-18,2020-06-21,2020-06-22,5,YouGov,1636.0,cdu,0.37
2020-06-15,2020-06-17,2020-06-19,5,Forsa,2501.0,cdu,0.39
2020-06-10,2020-06-14,2020-06-17,8,Kantar,2403.0,cdu,0.38
2020-06-12,2020-06-14,2020-06-15,4,INSA,2069.0,cdu,0.37
2020-06-09,2020-06-13,2020-06-15,7,GMS,1002.0,cdu,0.39
2020-06-08,2020-06-11,2020-06-13,6,Forsa,2504.0,cdu,0.4
2020-06-01,2020-06-07,2020-06-13,13,Allensbach,1314.0,cdu,0.4
2020-06-08,2020-06-09,2020-06-10,3,Forschungsgruppe Wahlen,1270.0,cdu,0.39
2020-06-04,2020-06-07,2020-06-09,6,Kantar,1934.0,cdu,0.39
2020-06-05,2020-06-07,2020-06-08,4,INSA,2051.0,cdu,0.38
2020-06-02,2020-06-04,2020-06-05,4,Forsa,2002.0,cdu,0.4
2020-06-02,2020-06-03,2020-06-03,2,Infratest dimap,1505.0,cdu,0.38
2020-05-28,2020-06-01,2020-06-03,7,Kantar,1428.0,cdu,0.38
2020-05-29,2020-06-01,2020-06-02,5,INSA,2047.0,cdu,0.385
2020-05-27,2020-05-28,2020-05-29,3,Forsa,1507.0,cdu,0.4
2020-05-26,2020-05-28,2020-05-28,3,Forschungsgruppe Wahlen,1377.0,cdu,0.39
2020-05-20,2020-05-24,2020-05-26,7,Kantar,1934.0,cdu,0.4
2020-05-20,2020-05-24,2020-05-26,7,YouGov,1584.0,cdu,0.37
2020-05-22,2020-05-24,2020-05-25,4,INSA,2062.0,cdu,0.37
2020-05-18,2020-05-20,2020-05-22,5,Forsa,2002.0,cdu,0.4
2020-05-14,2020-05-17,2020-05-19,6,Kantar,1914.0,cdu,0.38
2020-05-15,2020-05-17,2020-05-18,4,INSA,2092.0,cdu,0.37
2020-05-11,2020-05-14,2020-05-15,5,Forsa,2509.0,cdu,0.39
2020-05-12,2020-05-14,2020-05-14,3,Forschungsgruppe Wahlen,1282.0,cdu,0.38
2020-05-06,2020-05-10,2020-05-14,9,Allensbach,1013.0,cdu,0.38
2020-05-12,2020-05-13,2020-05-13,2,Infratest dimap,1074.0,cdu,0.38
2020-05-07,2020-05-10,2020-05-13,7,Kantar,1559.0,cdu,0.39
2020-05-08,2020-05-10,2020-05-11,4,INSA,2061.0,cdu,0.375
2020-05-04,2020-05-06,2020-05-08,5,Forsa,2503.0,cdu,0.4
2020-05-04,2020-05-06,2020-05-06,3,Infratest dimap,1503.0,cdu,0.39
2020-04-30,2020-05-04,2020-05-06,7,Kantar,1426.0,cdu,0.38
2020-05-01,2020-05-03,2020-05-04,4,INSA,2101.0,cdu,0.375
2020-04-27,2020-04-29,2020-04-30,4,Forsa,2004.0,cdu,0.38
2020-04-22,2020-04-26,2020-04-29,8,Kantar,1443.0,cdu,0.37
2020-04-24,2020-04-26,2020-04-27,4,INSA,2071.0,cdu,0.38
2020-04-23,2020-04-26,2020-04-27,5,YouGov,1636.0,cdu,0.37
2020-04-20,2020-04-24,2020-04-27,8,GMS,1002.0,cdu,0.38
2020-04-20,2020-04-22,2020-04-24,5,Forsa,2505.0,cdu,0.39
2020-04-20,2020-04-22,2020-04-23,4,Forschungsgruppe Wahlen,1323.0,cdu,0.39
2020-04-16,2020-04-20,2020-04-22,7,Kantar,2003.0,cdu,0.38
2020-04-17,2020-04-19,2020-04-20,4,INSA,2054.0,cdu,0.385
2020-04-14,2020-04-16,2020-04-17,4,Forsa,2002.0,cdu,0.39
2020-04-14,2020-04-15,2020-04-15,2,Infratest dimap,1057.0,cdu,0.38
2020-04-09,2020-04-12,2020-04-15,7,Kantar,1534.0,cdu,0.37
2020-04-01,2020-04-08,2020-04-15,15,Allensbach,1152.0,cdu,0.38
2020-04-09,2020-04-12,2020-04-14,6,INSA,2108.0,cdu,0.375
2020-04-06,2020-04-08,2020-04-09,4,Forsa,2001.0,cdu,0.37
2020-04-06,2020-04-08,2020-04-08,3,Forschungsgruppe Wahlen,1175.0,cdu,0.35
2020-04-02,2020-04-06,2020-04-08,7,Kantar,1912.0,cdu,0.37
2020-04-03,2020-04-05,2020-04-06,4,INSA,2062.0,cdu,0.38
2020-03-30,2020-04-02,2020-04-03,5,Forsa,2506.0,cdu,0.37
2020-03-30,2020-03-31,2020-04-01,3,Infratest dimap,1502.0,cdu,0.34
2020-03-25,2020-03-29,2020-04-01,8,Kantar,1426.0,cdu,0.33
2020-03-27,2020-03-29,2020-03-30,4,YouGov,1615.0,cdu,0.34
2020-03-27,2020-03-29,2020-03-30,4,INSA,2061.0,cdu,0.35
2020-03-23,2020-03-25,2020-03-27,5,Forsa,2511.0,cdu,0.36
2020-03-23,2020-03-25,2020-03-26,4,Forschungsgruppe Wahlen,1473.0,cdu,0.33
2020-03-23,2020-03-25,2020-03-25,3,Forsa,1502.0,cdu,0.36
2020-03-18,2020-03-22,2020-03-25,8,Kantar,1441.0,cdu,0.32
2020-03-20,2020-03-22,2020-03-23,4,INSA,2070.0,cdu,0.335
2020-03-16,2020-03-19,2020-03-20,5,Forsa,2504.0,cdu,0.32
2020-03-17,2020-03-18,2020-03-18,2,Infratest dimap,1035.0,cdu,0.3
2020-03-12,2020-03-15,2020-03-18,7,Kantar,1603.0,cdu,0.28
2020-03-05,2020-03-12,2020-03-18,14,Allensbach,1219.0,cdu,0.29
2020-03-13,2020-03-15,2020-03-16,4,INSA,2049.0,cdu,0.285
2020-03-09,2020-03-11,2020-03-13,5,Forsa,2503.0,cdu,0.29
2020-03-04,2020-03-08,2020-03-11,8,Kantar,1414.0,cdu,0.26
2020-03-06,2020-03-08,2020-03-09,4,INSA,2050.0,cdu,0.265
2020-03-02,2020-03-05,2020-03-06,5,Forsa,2503.0,cdu,0.26
2020-03-03,2020-03-05,2020-03-05,3,Forschungsgruppe Wahlen,1276.0,cdu,0.26
2020-03-02,2020-03-03,2020-03-04,3,Infratest dimap,1502.0,cdu,0.27
2020-02-27,2020-03-01,2020-03-04,7,Kantar,1423.0,cdu,0.24
2020-02-28,2020-03-01,2020-03-02,4,YouGov,1632.0,cdu,0.27
2020-02-28,2020-03-01,2020-03-02,4,INSA,2061.0,cdu,0.265
2020-02-24,2020-02-26,2020-02-28,5,Forsa,2505.0,cdu,0.27
2020-02-20,2020-02-24,2020-02-27,8,Kantar,1509.0,cdu,0.25
2020-02-21,2020-02-23,2020-02-24,4,INSA,2033.0,cdu,0.265
2020-02-17,2020-02-20,2020-02-21,5,Forsa,2504.0,cdu,0.27
2020-02-13,2020-02-16,2020-02-19,7,Kantar,1417.0,cdu,0.27
2020-02-14,2020-02-16,2020-02-17,4,INSA,2065.0,cdu,0.265
2020-02-10,2020-02-12,2020-02-14,5,Forsa,2502.0,cdu,0.27
2020-02-11,2020-02-12,2020-02-13,3,Infratest dimap,1007.0,cdu,0.26
2020-02-06,2020-02-10,2020-02-12,7,Kantar,1886.0,cdu,0.28
2020-02-01,2020-02-07,2020-02-12,12,Allensbach,1262.0,cdu,0.275
2020-02-07,2020-02-09,2020-02-10,4,INSA,2086.0,cdu,0.275
2020-02-03,2020-02-06,2020-02-07,5,Forsa,2504.0,cdu,0.28
2020-02-04,2020-02-06,2020-02-06,3,Forschungsgruppe Wahlen,1067.0,cdu,0.27
2020-02-03,2020-02-04,2020-02-05,3,Infratest dimap,1503.0,cdu,0.27
2020-01-30,2020-02-02,2020-02-05,7,Kantar,1889.0,cdu,0.28
2020-01-31,2020-02-02,2020-02-03,4,INSA,2059.0,cdu,0.28
2020-01-27,2020-01-29,2020-01-31,5,Forsa,2504.0,cdu,0.28
2020-01-23,2020-01-27,2020-01-29,7,Kantar,1442.0,cdu,0.27
2020-01-24,2020-01-26,2020-01-27,4,INSA,2081.0,cdu,0.27
2020-01-20,2020-01-23,2020-01-24,5,Forsa,2507.0,cdu,0.28
2020-01-21,2020-01-22,2020-01-22,2,Infratest dimap,1043.0,cdu,0.26
2020-01-16,2020-01-19,2020-01-22,7,Kantar,2100.0,cdu,0.26
2020-01-09,2020-01-16,2020-01-22,14,Allensbach,1273.0,cdu,0.285
2020-01-17,2020-01-19,2020-01-20,4,INSA,2122.0,cdu,0.275
2020-01-13,2020-01-15,2020-01-17,5,Forsa,2504.0,cdu,0.28
2020-01-13,2020-01-15,2020-01-15,3,Forschungsgruppe Wahlen,1282.0,cdu,0.27
2020-01-09,2020-01-13,2020-01-15,7,Kantar,2009.0,cdu,0.26
2020-01-10,2020-01-12,2020-01-13,4,INSA,2040.0,cdu,0.27
2020-01-06,2020-01-09,2020-01-10,5,Forsa,2503.0,cdu,0.28
2020-01-07,2020-01-08,2020-01-08,2,Infratest dimap,1506.0,cdu,0.27
2019-12-19,2019-12-30,2020-01-08,21,Kantar,1829.0,cdu,0.27
2020-01-03,2020-01-05,2020-01-06,4,INSA,2048.0,cdu,0.29
2019-12-27,2019-12-30,2020-01-02,7,GMS,1005.0,cdu,0.28
2019-12-20,2019-12-22,2019-12-23,4,INSA,2034.0,cdu,0.28
2019-12-16,2019-12-18,2019-12-20,5,Forsa,2501.0,cdu,0.28
2019-12-12,2019-12-16,2019-12-18,7,Emnid,1899.0,cdu,0.27
2019-12-13,2019-12-16,2019-12-17,5,YouGov,1586.0,cdu,0.27
2019-12-13,2019-12-15,2019-12-16,4,INSA,2020.0,cdu,0.27
2019-12-09,2019-12-12,2019-12-13,5,Forsa,2502.0,cdu,0.28
2019-12-10,2019-12-12,2019-12-12,3,Forschungsgruppe Wahlen,1366.0,cdu,0.27
2019-12-10,2019-12-11,2019-12-11,2,Infratest dimap,1038.0,cdu,0.27
2019-12-05,2019-12-08,2019-12-11,7,Emnid,1978.0,cdu,0.28
2019-12-01,2019-12-06,2019-12-11,11,Allensbach,1270.0,cdu,0.285
2019-12-06,2019-12-08,2019-12-09,4,INSA,2052.0,cdu,0.28
2019-12-02,2019-12-04,2019-12-06,5,Forsa,2502.0,cdu,0.28
2019-12-02,2019-12-04,2019-12-04,3,Infratest dimap,1507.0,cdu,0.25
2019-11-28,2019-12-02,2019-12-04,7,Emnid,1876.0,cdu,0.28
2019-11-29,2019-12-01,2019-12-02,4,INSA,2060.0,cdu,0.265
2019-11-27,2019-11-30,2019-12-02,6,GMS,1004.0,cdu,0.27
2019-11-25,2019-11-28,2019-11-29,5,Forsa,2500.0,cdu,0.27
2019-11-26,2019-11-28,2019-11-28,3,Forschungsgruppe Wahlen,1340.0,cdu,0.27
2019-11-20,2019-11-24,2019-11-27,8,Emnid,1910.0,cdu,0.28
2019-11-22,2019-11-24,2019-11-26,5,YouGov,1648.0,cdu,0.26
2019-11-22,2019-11-24,2019-11-25,4,INSA,2069.0,cdu,0.265
2019-11-18,2019-11-20,2019-11-22,5,Forsa,2501.0,cdu,0.26
2019-11-13,2019-11-17,2019-11-20,8,Emnid,1905.0,cdu,0.28
2019-11-15,2019-11-17,2019-11-18,4,INSA,4115.0,cdu,0.25
2019-11-11,2019-11-14,2019-11-15,5,Forsa,2501.0,cdu,0.26
2019-11-07,2019-11-11,2019-11-14,8,Civey,10198.0,cdu,0.27699999999999997
2019-11-12,2019-11-13,2019-11-13,2,Infratest dimap,1046.0,cdu,0.25
2019-11-07,2019-11-10,2019-11-13,7,Emnid,1525.0,cdu,0.27
2019-11-02,2019-11-08,2019-11-13,12,Allensbach,1298.0,cdu,0.295
2019-11-08,2019-11-10,2019-11-11,4,INSA,2096.0,cdu,0.255
2019-11-04,2019-11-06,2019-11-08,5,Forsa,2501.0,cdu,0.26
2019-11-05,2019-11-06,2019-11-07,3,Forschungsgruppe Wahlen,1264.0,cdu,0.27
2019-11-04,2019-11-06,2019-11-06,3,Infratest dimap,1507.0,cdu,0.26
2019-10-30,2019-11-03,2019-11-06,8,Emnid,1431.0,cdu,0.26
2019-10-31,2019-11-03,2019-11-05,6,YouGov,1583.0,cdu,0.27
2019-11-01,2019-11-03,2019-11-04,4,INSA,2047.0,cdu,0.255
2019-10-28,2019-10-31,2019-11-01,5,Forsa,2502.0,cdu,0.28
2019-10-24,2019-10-27,2019-10-30,7,Emnid,1920.0,cdu,0.27
2019-10-25,2019-10-27,2019-10-28,4,INSA,2042.0,cdu,0.26
2019-10-21,2019-10-23,2019-10-25,5,Forsa,2501.0,cdu,0.29
2019-10-17,2019-10-21,2019-10-23,7,Emnid,1441.0,cdu,0.29
2019-10-18,2019-10-20,2019-10-21,4,INSA,2041.0,cdu,0.27
2019-10-14,2019-10-17,2019-10-18,5,Forsa,2501.0,cdu,0.27
2019-10-15,2019-10-17,2019-10-17,3,Forschungsgruppe Wahlen,1226.0,cdu,0.29
2019-10-14,2019-10-15,2019-10-16,3,Infratest dimap,1062.0,cdu,0.28
2019-10-10,2019-10-13,2019-10-16,7,Emnid,1444.0,cdu,0.29
2019-10-11,2019-10-13,2019-10-14,4,INSA,2052.0,cdu,0.28
2019-10-07,2019-10-09,2019-10-11,5,Forsa,2500.0,cdu,0.27
2019-09-29,2019-10-05,2019-10-10,12,Allensbach,1238.0,cdu,0.295
2019-10-07,2019-10-09,2019-10-09,3,Infratest dimap,1504.0,cdu,0.28
2019-10-02,2019-10-06,2019-10-09,8,Emnid,1916.0,cdu,0.28
2019-10-04,2019-10-06,2019-10-07,4,INSA,2059.0,cdu,0.27
2019-10-01,2019-10-05,2019-10-07,7,GMS,1002.0,cdu,0.27
2019-09-30,2019-10-03,2019-10-04,5,Forsa,2505.0,cdu,0.28
2019-09-27,2019-09-29,2019-10-01,5,YouGov,1573.0,cdu,0.26
2019-09-26,2019-09-29,2019-10-01,6,Emnid,1449.0,cdu,0.27
2019-09-27,2019-09-29,2019-09-30,4,INSA,2058.0,cdu,0.265
2019-09-23,2019-09-25,2019-09-27,5,Forsa,2505.0,cdu,0.27
2019-09-24,2019-09-25,2019-09-26,3,Forschungsgruppe Wahlen,1325.0,cdu,0.27
2019-09-19,2019-09-23,2019-09-25,7,Emnid,1719.0,cdu,0.27
2019-09-20,2019-09-22,2019-09-23,4,INSA,2052.0,cdu,0.26
2019-09-16,2019-09-19,2019-09-20,5,Forsa,2500.0,cdu,0.27
2019-09-17,2019-09-18,2019-09-18,2,Infratest dimap,1067.0,cdu,0.27
2019-09-12,2019-09-15,2019-09-18,7,Emnid,1639.0,cdu,0.29
2019-09-13,2019-09-15,2019-09-16,4,INSA,2053.0,cdu,0.265
2019-09-09,2019-09-11,2019-09-13,5,Forsa,2503.0,cdu,0.27
2019-09-06,2019-09-09,2019-09-12,7,GMS,1005.0,cdu,0.27
2019-09-01,2019-09-07,2019-09-12,12,Allensbach,1255.0,cdu,0.29
2019-09-05,2019-09-09,2019-09-11,7,Emnid,2835.0,cdu,0.28
2019-09-06,2019-09-09,2019-09-10,5,YouGov,1632.0,cdu,0.27
2019-09-06,2019-09-08,2019-09-09,4,INSA,2033.0,cdu,0.27
2019-09-05,2019-09-07,2019-09-09,5,Civey,10100.0,cdu,0.287
2019-09-02,2019-09-05,2019-09-06,5,Forsa,2503.0,cdu,0.27
2019-09-03,2019-09-04,2019-09-04,2,Infratest dimap,1514.0,cdu,0.27
2019-09-02,2019-09-03,2019-09-04,3,Forschungsgruppe Wahlen,1270.0,cdu,0.28
2019-08-29,2019-09-01,2019-09-04,7,Emnid,1884.0,cdu,0.29
2019-08-30,2019-09-01,2019-09-02,4,INSA,2017.0,cdu,0.26
2019-08-26,2019-08-28,2019-08-30,5,Forsa,2501.0,cdu,0.27
2019-08-22,2019-08-26,2019-08-28,7,Emnid,1434.0,cdu,0.29
2019-08-23,2019-08-25,2019-08-26,4,INSA,2058.0,cdu,0.26
2019-08-19,2019-08-22,2019-08-23,5,Forsa,2504.0,cdu,0.26
2019-08-20,2019-08-21,2019-08-21,2,Infratest dimap,1063.0,cdu,0.26
2019-08-15,2019-08-18,2019-08-21,7,Emnid,1555.0,cdu,0.27
2019-08-16,2019-08-18,2019-08-19,4,INSA,2056.0,cdu,0.265
2019-08-12,2019-08-14,2019-08-16,5,Forsa,2501.0,cdu,0.25
2019-08-02,2019-08-09,2019-08-15,14,Allensbach,1262.0,cdu,0.295
2019-08-08,2019-08-12,2019-08-14,7,Emnid,1897.0,cdu,0.27
2019-08-09,2019-08-10,2019-08-11,3,INSA,2060.0,cdu,0.275
2019-08-05,2019-08-08,2019-08-09,5,Forsa,2503.0,cdu,0.26
2019-08-06,2019-08-08,2019-08-08,3,Forschungsgruppe Wahlen,1307.0,cdu,0.28
2019-08-01,2019-08-04,2019-08-07,7,Emnid,2388.0,cdu,0.26
2019-08-02,2019-08-04,2019-08-05,4,INSA,2049.0,cdu,0.275
2019-07-29,2019-07-31,2019-08-02,5,Forsa,2501.0,cdu,0.27
2019-07-29,2019-07-31,2019-07-31,3,Infratest dimap,1503.0,cdu,0.26
2019-07-25,2019-07-29,2019-07-31,7,Emnid,1419.0,cdu,0.26
2019-07-26,2019-07-28,2019-07-29,4,YouGov,1594.0,cdu,0.26
2019-07-26,2019-07-28,2019-07-29,4,INSA,2036.0,cdu,0.27
2019-07-22,2019-07-25,2019-07-26,5,Forsa,2502.0,cdu,0.27
2019-07-22,2019-07-23,2019-07-24,3,Infratest dimap,1046.0,cdu,0.26
2019-07-18,2019-07-21,2019-07-24,7,Emnid,1520.0,cdu,0.26
2019-07-19,2019-07-21,2019-07-22,4,INSA,2081.0,cdu,0.285
2019-07-17,2019-07-20,2019-07-22,6,GMS,1002.0,cdu,0.28
2019-07-15,2019-07-17,2019-07-19,5,Forsa,2500.0,cdu,0.27
2019-07-16,2019-07-17,2019-07-18,3,Forschungsgruppe Wahlen,1290.0,cdu,0.28
2019-07-11,2019-07-15,2019-07-17,7,Emnid,1908.0,cdu,0.27
2019-07-12,2019-07-14,2019-07-15,4,INSA,2043.0,cdu,0.26
2019-07-08,2019-07-11,2019-07-12,5,Forsa,2500.0,cdu,0.26
2019-07-01,2019-07-07,2019-07-11,11,Allensbach,1228.0,cdu,0.295
2019-07-04,2019-07-07,2019-07-10,7,Emnid,2377.0,cdu,0.26
2019-07-05,2019-07-07,2019-07-08,4,INSA,2069.0,cdu,0.27
2019-07-01,2019-07-03,2019-07-05,5,Forsa,2501.0,cdu,0.26
2019-07-01,2019-07-03,2019-07-03,3,Infratest dimap,1506.0,cdu,0.25
2019-06-27,2019-07-01,2019-07-03,7,Emnid,2389.0,cdu,0.26
2019-06-28,2019-07-01,2019-07-02,5,YouGov,1644.0,cdu,0.26
2019-06-28,2019-06-30,2019-07-01,4,INSA,2053.0,cdu,0.27
2019-06-24,2019-06-27,2019-06-28,5,Forsa,2501.0,cdu,0.26
2019-06-24,2019-06-25,2019-06-26,3,Infratest dimap,1051.0,cdu,0.26
2019-06-21,2019-06-24,2019-06-26,6,Emnid,1906.0,cdu,0.26
2019-06-21,2019-06-23,2019-06-24,4,INSA,2078.0,cdu,0.255
2019-06-18,2019-06-21,2019-06-24,7,GMS,1004.0,cdu,0.26
2019-06-17,2019-06-19,2019-06-21,5,Forsa,2500.0,cdu,0.24
2019-06-17,2019-06-19,2019-06-19,3,Forschungsgruppe Wahlen,1291.0,cdu,0.27
2019-06-13,2019-06-16,2019-06-18,6,Emnid,1910.0,cdu,0.27
2019-06-14,2019-06-16,2019-06-17,4,INSA,2060.0,cdu,0.25
2019-06-11,2019-06-13,2019-06-14,4,Forsa,2001.0,cdu,0.24
2019-06-06,2019-06-09,2019-06-12,7,Emnid,2377.0,cdu,0.25
2019-06-01,2019-06-07,2019-06-12,12,Allensbach,1273.0,cdu,0.29
2019-06-04,2019-06-08,2019-06-11,8,Civey,10008.0,cdu,0.28300000000000003
2019-06-07,2019-06-09,2019-06-10,4,INSA,2074.0,cdu,0.24
2019-06-03,2019-06-05,2019-06-07,5,Forsa,2501.0,cdu,0.24
2019-06-03,2019-06-05,2019-06-05,3,Forschungsgruppe Wahlen,1297.0,cdu,0.27
2019-06-03,2019-06-05,2019-06-05,3,Infratest dimap,1500.0,cdu,0.25
2019-05-29,2019-06-02,2019-06-05,8,Emnid,1903.0,cdu,0.27
2019-06-03,2019-06-03,2019-06-03,1,INSA,1000.0,cdu,0.26
2019-05-27,2019-05-30,2019-05-31,5,Forsa,2001.0,cdu,0.26
2019-05-23,2019-05-26,2019-05-28,6,Emnid,1413.0,cdu,0.28
2019-05-24,2019-05-26,2019-05-27,4,INSA,2039.0,cdu,0.275
2019-05-20,2019-05-22,2019-05-24,5,Forsa,2500.0,cdu,0.28
2019-05-16,2019-05-20,2019-05-22,7,Emnid,1895.0,cdu,0.29
2019-05-17,2019-05-20,2019-05-21,5,YouGov,1609.0,cdu,0.29
2019-05-17,2019-05-19,2019-05-20,4,INSA,2074.0,cdu,0.28
2019-05-13,2019-05-16,2019-05-17,5,Forsa,2503.0,cdu,0.29
2019-05-03,2019-05-10,2019-05-16,14,Allensbach,1283.0,cdu,0.3
2019-05-09,2019-05-12,2019-05-15,7,Emnid,1975.0,cdu,0.29
2019-05-10,2019-05-12,2019-05-13,4,INSA,2044.0,cdu,0.285
2019-05-06,2019-05-08,2019-05-10,5,Forsa,2502.0,cdu,0.3
2019-05-07,2019-05-08,2019-05-09,3,Forschungsgruppe Wahlen,1357.0,cdu,0.3
2019-05-02,2019-05-06,2019-05-08,7,Emnid,2393.0,cdu,0.29
2019-05-02,2019-05-06,2019-05-08,7,GMS,1006.0,cdu,0.29
2019-05-03,2019-05-05,2019-05-06,4,INSA,2089.0,cdu,0.285
2019-04-29,2019-05-02,2019-05-03,5,Forsa,2002.0,cdu,0.29
2019-04-29,2019-04-30,2019-04-30,2,Infratest dimap,1505.0,cdu,0.28
2019-04-25,2019-04-28,2019-04-30,6,Emnid,1903.0,cdu,0.28
2019-04-26,2019-04-28,2019-04-29,4,INSA,2005.0,cdu,0.28
2019-04-26,2019-04-28,2019-04-29,4,YouGov,1642.0,cdu,0.29
2019-04-22,2019-04-26,2019-04-29,8,Civey,10076.0,cdu,0.29100000000000004
2019-04-23,2019-04-25,2019-04-26,4,Forsa,2001.0,cdu,0.27
2019-04-18,2019-04-22,2019-04-24,7,Emnid,1433.0,cdu,0.28
2019-04-18,2019-04-20,2019-04-21,4,INSA,1005.0,cdu,0.3
2019-04-15,2019-04-17,2019-04-18,4,Forsa,2004.0,cdu,0.28
2019-04-11,2019-04-14,2019-04-17,7,Emnid,2709.0,cdu,0.28
2019-04-15,2019-04-16,2019-04-16,2,Infratest dimap,1051.0,cdu,0.29
2019-04-12,2019-04-14,2019-04-15,4,INSA,2013.0,cdu,0.305
2019-04-08,2019-04-10,2019-04-12,5,Forsa,2501.0,cdu,0.29
2019-04-01,2019-04-07,2019-04-12,12,Allensbach,1305.0,cdu,0.3
2019-04-09,2019-04-10,2019-04-11,3,Forschungsgruppe Wahlen,1282.0,cdu,0.28
2019-04-04,2019-04-08,2019-04-10,7,Emnid,2559.0,cdu,0.3
2019-04-05,2019-04-07,2019-04-08,4,INSA,2040.0,cdu,0.29
2019-04-01,2019-04-04,2019-04-05,5,Forsa,2501.0,cdu,0.29
2019-04-01,2019-04-02,2019-04-03,3,Infratest dimap,1503.0,cdu,0.29
2019-03-28,2019-03-31,2019-04-03,7,Emnid,2335.0,cdu,0.31
2019-03-28,2019-03-31,2019-04-03,7,GMS,1003.0,cdu,0.3
2019-03-28,2019-03-31,2019-04-01,5,INSA,4000.0,cdu,0.295
2019-03-25,2019-03-27,2019-03-29,5,Forsa,2504.0,cdu,0.28
2019-03-25,2019-03-27,2019-03-27,3,Forschungsgruppe Wahlen,1325.0,cdu,0.3
2019-03-21,2019-03-25,2019-03-27,7,Emnid,2361.0,cdu,0.3
2019-03-22,2019-03-25,2019-03-26,5,YouGov,1633.0,cdu,0.3
2019-03-22,2019-03-24,2019-03-25,4,INSA,2012.0,cdu,0.305
2019-03-18,2019-03-21,2019-03-22,5,Forsa,2501.0,cdu,0.3
2019-03-07,2019-03-15,2019-03-21,15,Allensbach,1198.0,cdu,0.3
2019-03-19,2019-03-20,2019-03-20,2,Infratest dimap,1041.0,cdu,0.29
2019-03-14,2019-03-17,2019-03-20,7,Emnid,1518.0,cdu,0.31
2019-03-15,2019-03-17,2019-03-18,4,INSA,2030.0,cdu,0.295
2019-03-11,2019-03-13,2019-03-15,5,Forsa,2505.0,cdu,0.31
2019-03-12,2019-03-13,2019-03-14,3,Forschungsgruppe Wahlen,1290.0,cdu,0.31
2019-03-11,2019-03-13,2019-03-13,3,Infratest dimap,1508.0,cdu,0.29
2019-03-07,2019-03-11,2019-03-13,7,Emnid,1904.0,cdu,0.31
2019-03-08,2019-03-10,2019-03-11,4,INSA,2005.0,cdu,0.305
2019-03-04,2019-03-07,2019-03-08,5,Forsa,2501.0,cdu,0.31
2019-02-28,2019-03-03,2019-03-06,7,Emnid,1906.0,cdu,0.31
2019-02-27,2019-03-01,2019-03-01,3,INSA,4000.0,cdu,0.29
2019-02-25,2019-02-27,2019-03-01,5,Forsa,2502.0,cdu,0.3
2019-02-21,2019-02-25,2019-02-27,7,Emnid,1420.0,cdu,0.29
2019-02-21,2019-02-25,2019-02-27,7,GMS,1005.0,cdu,0.31
2019-02-22,2019-02-25,2019-02-26,5,YouGov,1620.0,cdu,0.3
2019-02-22,2019-02-24,2019-02-25,4,INSA,2048.0,cdu,0.295
2019-02-18,2019-02-21,2019-02-22,5,Forsa,2501.0,cdu,0.3
2019-02-19,2019-02-21,2019-02-21,3,Forschungsgruppe Wahlen,1226.0,cdu,0.31
2019-02-19,2019-02-20,2019-02-20,2,Infratest dimap,1029.0,cdu,0.3
2019-02-14,2019-02-17,2019-02-20,7,Emnid,1511.0,cdu,0.29
2019-02-15,2019-02-17,2019-02-18,4,INSA,2046.0,cdu,0.3
2019-02-11,2019-02-13,2019-02-15,5,Forsa,2501.0,cdu,0.29
2019-02-11,2019-02-13,2019-02-13,3,Infratest dimap,1503.0,cdu,0.29
2019-02-07,2019-02-11,2019-02-13,7,Emnid,1891.0,cdu,0.3
2019-02-01,2019-02-07,2019-02-13,13,Allensbach,1222.0,cdu,0.3
2019-02-08,2019-02-10,2019-02-11,4,INSA,2051.0,cdu,0.295
2019-02-04,2019-02-07,2019-02-08,5,Forsa,2500.0,cdu,0.31
2019-02-05,2019-02-07,2019-02-07,3,Forschungsgruppe Wahlen,1350.0,cdu,0.3
2019-01-31,2019-02-03,2019-02-06,7,Emnid,1900.0,cdu,0.3
2019-02-01,2019-02-03,2019-02-04,4,INSA,2034.0,cdu,0.3
2019-01-28,2019-01-30,2019-02-01,5,Forsa,2501.0,cdu,0.32
2019-01-24,2019-01-28,2019-01-30,7,Emnid,1434.0,cdu,0.29
2019-01-25,2019-01-28,2019-01-29,5,YouGov,1578.0,cdu,0.32
2019-01-25,2019-01-27,2019-01-28,4,INSA,2056.0,cdu,0.3
2019-01-21,2019-01-24,2019-01-25,5,Forsa,2501.0,cdu,0.32
2019-01-22,2019-01-24,2019-01-24,3,Forschungsgruppe Wahlen,1285.0,cdu,0.31
2019-01-22,2019-01-23,2019-01-23,2,Infratest dimap,1051.0,cdu,0.28
2019-01-17,2019-01-20,2019-01-23,7,Emnid,2017.0,cdu,0.29
2019-01-16,2019-01-20,2019-01-23,8,GMS,1003.0,cdu,0.31
2019-01-18,2019-01-20,2019-01-21,4,INSA,2044.0,cdu,0.31
2019-01-14,2019-01-16,2019-01-18,5,Forsa,2503.0,cdu,0.32
2019-01-05,2019-01-12,2019-01-17,13,Allensbach,1249.0,cdu,0.315
2019-01-10,2019-01-14,2019-01-16,7,Emnid,1448.0,cdu,0.3
2019-01-11,2019-01-13,2019-01-14,4,INSA,2028.0,cdu,0.29
2019-01-07,2019-01-10,2019-01-11,5,Forsa,2504.0,cdu,0.32
